CustomerID,Region,State,City,Job,Marital,Default,Balance,HHInsurance,CarLoan
130351,East,New York,New York City,unemployed,married,0,780,0,0
130379,South,North Carolina,Charlotte,technician,single,0,230,1,0
130386,Central,Illinois,Chicago,admin.,single,0,27,1,0
130407,South,North Carolina,Charlotte,management,married,0,2071,0,0
130477,East,New York,New York City,retired,married,0,2540,0,0
130519,East,Pennsylvania,Philadelphia,student,single,0,329,0,0
130610,East,Maryland,Cumberland,management,single,0,943,0,0
130729,East,Maryland,Columbia,management,married,0,5887,0,0
130736,West,California,San Diego,student,single,0,216,0,0
130771,East,Maryland,Dundalk,student,single,0,5,0,0
130785,East,New York,New York City,technician,single,0,1646,1,0
130792,West,Washington,Seattle,admin.,single,0,3950,1,0
130799,East,Vermont,South Burlington,management,single,0,455,1,0
130841,East,New York,Elmira,self-employed,divorced,0,963,1,0
130883,West,California,Los Angeles,management,married,0,3737,0,0
130890,West,California,Los Angeles,management,married,0,8,0,0
130946,Central,Illinois,Chicago,retired,married,0,474,0,0
130960,East,District of Columbia,Washington,self-employed,married,0,94,0,0
130995,East,Maine,Sanford,management,married,0,9103,0,1
131002,South,Florida,Miramar,entrepreneur,married,0,27624,0,0
131016,East,New York,Ithaca,admin.,single,0,2398,1,0
131051,Central,Illinois,Hoffman Estates,management,married,0,5106,0,0
131065,South,Arkansas,Pine Bluff,management,married,0,2239,0,0
131128,Central,Michigan,Detroit,blue-collar,married,0,1841,1,0
131149,West,California,Los Angeles,retired,married,0,7802,0,0
131156,West,California,Los Angeles,student,single,0,2488,0,0
131233,West,Oregon,Bend,services,single,0,92,0,0
131310,West,Arizona,Scottsdale,admin.,single,0,1544,1,0
131338,East,New York,New York City,admin.,divorced,0,4708,0,0
131422,East,New York,New York City,blue-collar,single,0,2483,0,0
131450,East,District of Columbia,Washington,management,single,0,3611,0,0
131457,South,Georgia,Atlanta,technician,divorced,1,4,0,0
131492,West,Arizona,Chandler,blue-collar,married,0,1772,0,0
131499,East,Maryland,Cumberland,blue-collar,single,0,297,0,0
131527,South,Alabama,Selma,admin.,married,0,260,1,0
131534,West,California,San Diego,blue-collar,married,0,863,1,0
131576,Central,Texas,Cedar Hill,management,married,0,288,0,0
131597,East,District of Columbia,Washington,management,single,0,2646,0,0
131618,West,Oregon,Troutdale,management,married,0,9366,0,0
131625,East,New York,North Babylon,technician,married,0,0,1,0
131695,West,California,Los Altos,student,single,0,1134,0,0
131758,East,New York,New York City,retired,married,0,1495,0,0
131828,Central,Oklahoma,Bartlesville,blue-collar,single,0,492,1,0
131835,Central,Illinois,Highland Park,admin.,divorced,0,294,1,0
131884,East,Maryland,Dundalk,retired,married,0,2326,0,1
131905,East,New York,New York City,blue-collar,married,0,2120,1,0
131926,West,California,Los Angeles,blue-collar,married,0,1181,1,0
131954,West,California,Los Angeles,blue-collar,single,0,-46,1,0
132059,East,New Hampshire,Salem,management,single,0,1807,0,0
132080,West,California,Los Angeles,admin.,married,0,5511,0,0
132101,Central,Illinois,Chicago,services,married,0,227,1,1
132122,East,New York,Elmira,management,divorced,0,9756,1,0
132143,South,Arkansas,Paragould,technician,divorced,0,385,0,0
132185,West,California,Lemon Grove,admin.,married,0,898,1,0
132234,East,District of Columbia,Washington,blue-collar,married,0,-157,1,0
132297,West,Utah,Pleasant Grove,technician,single,0,1279,1,0
132353,East,New York,New York City,management,married,0,611,0,0
132409,West,Washington,Olympia,retired,married,0,1004,0,0
132423,West,California,Los Angeles,management,married,0,2892,0,0
132430,Central,Minnesota,Blaine,self-employed,single,0,1367,1,0
132444,Central,Texas,Houston,retired,married,0,763,0,0
132500,South,North Carolina,Charlotte,management,married,0,0,0,1
132507,South,North Carolina,Gastonia,technician,single,0,1429,1,0
132521,South,Florida,Miami,housemaid,married,0,625,0,1
132570,West,California,Los Angeles,student,single,0,382,0,0
132612,South,Georgia,Atlanta,retired,married,0,2557,1,0
132661,West,California,Los Angeles,management,single,0,104,0,1
132682,West,Washington,Seattle,blue-collar,single,0,566,1,0
132857,East,Massachusetts,Boston,admin.,married,0,873,1,0
132906,East,District of Columbia,Washington,blue-collar,married,0,320,1,0
132934,South,Georgia,Atlanta,student,single,0,431,0,0
132962,West,California,Los Angeles,admin.,married,0,1988,0,0
132976,West,California,Los Angeles,self-employed,single,0,42,1,0
133025,Central,Michigan,Detroit,admin.,married,0,139,0,0
133123,East,New York,Holbrook,services,married,0,775,0,0
133235,Central,Illinois,Chicago,retired,married,0,938,0,0
133249,South,Florida,Miami,blue-collar,single,0,0,0,0
133256,West,California,Los Angeles,retired,married,0,1495,0,0
133270,East,Pennsylvania,Philadelphia,technician,married,0,2643,0,0
133333,West,California,Los Angeles,technician,single,0,909,0,1
133431,South,Georgia,Atlanta,retired,married,0,-1206,1,0
133452,Central,Illinois,Hoffman Estates,admin.,married,0,755,1,0
133627,West,California,Los Angeles,management,married,0,802,0,0
133641,East,Pennsylvania,Philadelphia,admin.,divorced,0,437,1,0
133648,South,Georgia,Atlanta,unemployed,single,0,9,0,1
133690,East,District of Columbia,Washington,unemployed,single,0,582,1,0
133711,East,New York,New York City,student,single,0,108,0,0
133725,South,Florida,Miami,admin.,married,0,0,0,0
133753,Central,Illinois,Chicago,blue-collar,single,0,535,0,0
133781,West,Oregon,Troutdale,management,married,0,215,0,0
133851,East,New York,New York City,unemployed,married,0,576,0,0
133879,East,Massachusetts,Lynn,management,divorced,0,-42,1,0
134026,West,Washington,Seattle,admin.,single,0,716,1,0
134061,Central,Illinois,Chicago,admin.,single,0,315,1,0
134173,South,Virginia,Rose Hill,self-employed,divorced,0,351,1,0
134208,East,Massachusetts,Boston,unemployed,married,0,324,0,0
134278,West,Washington,Seattle,technician,single,0,4136,1,0
134306,East,New York,New York City,blue-collar,divorced,0,10613,0,1
134313,West,Washington,Seattle,retired,married,0,653,0,0
134348,East,Pennsylvania,Philadelphia,services,married,0,114,0,1
134362,South,Florida,Miami,admin.,divorced,0,363,1,0
134376,South,North Carolina,Sanford,services,married,0,1076,0,0
134404,West,California,Los Altos,unemployed,married,0,0,0,0
134425,Central,Illinois,Chicago,blue-collar,married,0,414,0,0
134474,South,Florida,Miami,services,single,0,1140,1,0
134481,East,District of Columbia,Washington,management,married,0,448,0,0
134488,West,California,Los Angeles,services,single,0,488,0,0
134607,West,Arizona,Scottsdale,retired,married,0,1612,0,0
134614,West,California,San Francisco,management,divorced,0,1968,0,0
134649,East,New York,Ithaca,technician,divorced,0,367,0,0
134656,Central,Texas,Houston,blue-collar,married,0,1262,1,1
134677,Central,Michigan,Detroit,admin.,single,0,654,0,0
134712,West,Washington,Seattle,retired,divorced,0,639,0,0
134747,Central,Iowa,Urbandale,technician,divorced,0,275,0,0
134775,East,District of Columbia,Washington,blue-collar,divorced,0,-19,1,0
134782,East,District of Columbia,Washington,retired,married,0,86,0,0
134845,East,Maryland,Crofton,management,married,0,2222,1,0
134859,Central,Iowa,Ankeny,blue-collar,married,0,167,1,1
134894,West,California,Los Angeles,management,married,0,1624,0,0
134908,West,California,Los Angeles,self-employed,single,0,658,1,0
134915,Central,Michigan,Ann Arbor,management,married,0,-375,0,0
134971,East,Pennsylvania,Philadelphia,retired,divorced,0,1729,0,0
134978,East,District of Columbia,Washington,management,single,0,201,1,0
135034,West,Washington,Seattle,technician,divorced,1,3,0,0
135062,Central,Kansas,Leawood,retired,divorced,0,275,0,0
135167,Central,Kansas,Kansas City,management,single,0,12569,0,0
135174,West,Idaho,Lewiston,management,married,0,1624,0,0
135272,West,Washington,Seattle,technician,single,0,1880,0,0
135279,South,North Carolina,Charlotte,technician,single,0,2733,0,0
135307,East,Pennsylvania,Philadelphia,blue-collar,married,0,3136,1,0
135363,South,North Carolina,Greenville,management,married,0,0,1,1
135391,East,New York,New York City,management,married,0,1147,0,0
135405,West,California,Los Angeles,admin.,divorced,0,397,1,1
135538,South,Florida,Miramar,blue-collar,single,0,0,0,0
135545,South,Georgia,Atlanta,student,single,0,608,0,0
135622,West,Washington,Seattle,management,single,0,825,1,0
135650,Central,Kansas,Leavenworth,management,married,0,2383,0,0
135657,East,Massachusetts,Boston,management,single,0,2,1,1
135685,East,Ohio,Hudson,management,married,0,6016,0,0
135692,West,Oregon,Corvallis,blue-collar,married,0,201,1,0
135699,Central,Texas,Houston,technician,married,0,221,1,0
135720,East,New York,New York City,housemaid,single,0,1796,0,0
135783,Central,Michigan,Detroit,management,married,0,3518,0,0
135860,Central,Texas,Houston,management,married,0,134,1,1
135923,East,New York,Valley Stream,technician,single,0,540,0,1
135972,East,Pennsylvania,Philadelphia,management,single,0,-324,0,1
136133,Central,Michigan,Detroit,retired,married,0,1084,0,0
136280,East,Pennsylvania,Philadelphia,entrepreneur,married,0,170,1,0
136329,West,California,Los Angeles,housemaid,married,0,271,1,0
136371,Central,Kansas,Hutchinson,management,single,0,1400,1,0
136399,East,New Jersey,Secaucus,management,single,0,935,0,0
136406,Central,Texas,Houston,technician,married,0,684,1,0
136434,Central,Illinois,Hoffman Estates,retired,divorced,0,2204,0,0
136476,East,Massachusetts,Boston,student,single,0,3300,0,0
136483,South,North Carolina,Gastonia,management,married,0,169,0,0
136497,South,Tennessee,Columbia,management,married,0,406,1,0
136539,Central,Illinois,Chicago,unemployed,married,0,1625,0,0
136567,West,Washington,Seattle,services,married,0,207,1,0
136644,South,South Carolina,Taylors,admin.,married,0,459,0,0
136672,West,California,Los Angeles,retired,married,0,43,0,0
136742,East,New York,New York City,services,divorced,0,459,1,0
136812,Central,Michigan,Canton,management,married,0,1812,0,0
136826,West,Washington,Seattle,management,single,0,1090,0,0
136875,East,New Jersey,Maple Shade,admin.,single,0,733,1,0
136924,West,Washington,Seattle,admin.,married,0,189,1,0
137008,West,Washington,Mount Vernon,technician,divorced,0,982,1,0
137022,Central,Kansas,Leavenworth,admin.,single,0,832,0,0
137043,East,New York,New York City,self-employed,single,0,3676,0,0
137050,East,New York,New York City,retired,married,0,1443,0,0
137085,East,New York,Holbrook,services,single,0,0,1,0
137099,West,California,San Diego,unemployed,married,0,314,1,0
137204,West,California,Los Gatos,technician,single,0,316,1,0
137225,Central,Michigan,Detroit,management,single,0,6784,0,0
137239,East,District of Columbia,Washington,technician,married,0,2218,1,0
137330,East,New York,New York City,blue-collar,married,0,82,0,0
137344,Central,Kansas,Hutchinson,management,married,0,11835,1,0
137351,West,Idaho,Lewiston,blue-collar,married,0,955,0,1
137428,Central,Michigan,Ann Arbor,retired,married,0,2269,0,0
137470,South,Arkansas,Paragould,blue-collar,single,0,215,0,0
137491,South,Florida,Seminole,technician,single,0,139,0,1
137512,West,Arizona,Sierra Vista,technician,married,0,7050,0,0
137547,South,North Carolina,Charlotte,admin.,single,0,41,1,0
137596,West,California,Los Angeles,retired,divorced,0,2308,0,0
137729,West,California,Los Gatos,management,married,0,1600,1,1
137736,Central,Oklahoma,Muskogee,blue-collar,divorced,0,316,1,0
137897,South,Alabama,Madison,unemployed,married,0,94,0,0
137946,East,Massachusetts,Boston,technician,married,0,137,0,0
137960,South,Arkansas,North Little Rock,retired,divorced,0,1,0,0
138002,South,North Carolina,Greensboro,blue-collar,married,0,9328,1,0
138009,East,Massachusetts,Boston,blue-collar,single,0,3,1,0
138079,Central,Minnesota,Brooklyn Center,blue-collar,married,0,1777,1,0
138163,Central,Kansas,Kansas City,services,married,0,2678,0,0
138296,Central,Texas,Dallas,retired,divorced,0,3203,0,0
138303,East,New York,New York City,blue-collar,married,0,-106,1,1
138317,East,Maryland,Edgewood,unemployed,married,0,926,0,0
138380,East,District of Columbia,Washington,blue-collar,married,0,262,0,0
138422,Central,Oklahoma,Norman,unemployed,divorced,0,0,0,0
138520,East,New York,New York City,student,single,0,480,0,0
138527,East,New York,New York City,management,single,0,13014,0,0
138534,Central,Texas,Cedar Hill,management,married,0,754,0,1
138548,East,New York,Troy,technician,married,0,15485,0,0
138611,East,New York,New York City,management,married,0,5969,0,0
138688,East,New York,New York City,student,single,0,373,1,0
138695,West,California,East Los Angeles,management,married,0,31472,0,0
138779,East,New York,New York City,technician,married,0,2326,0,0
138898,Central,Texas,Houston,self-employed,married,0,0,1,0
138919,East,Maryland,Cumberland,management,married,0,7803,0,0
138975,Central,Kansas,Lawrence,admin.,married,0,378,0,0
139010,West,Utah,Tooele,management,single,0,2646,0,0
139017,West,Washington,Seattle,management,single,0,1506,0,0
139094,West,California,Los Angeles,management,single,0,2,1,0
139157,East,New York,East Meadow,admin.,married,0,882,0,0
139192,West,California,Los Angeles,admin.,single,0,163,1,1
139199,Central,Texas,Dallas,technician,divorced,0,314,1,0
139269,South,North Carolina,Sanford,technician,married,0,3176,0,0
139290,West,Washington,Issaquah,blue-collar,married,0,640,1,0
139451,South,North Carolina,Charlotte,entrepreneur,single,0,663,0,0
139465,East,New York,New York City,student,married,0,10,1,0
139486,Central,Texas,Dallas,retired,married,0,324,0,0
139584,East,Ohio,Hilliard,blue-collar,married,0,272,0,0
139619,East,New York,New York City,management,divorced,0,283,1,0
139661,East,Pennsylvania,Philadelphia,NA,single,0,4465,0,0
139710,South,Florida,Miami,blue-collar,married,0,1085,1,1
139731,South,Florida,Miami,management,married,0,285,1,0
139759,West,California,Lemon Grove,services,single,0,528,1,0
139773,West,Arizona,Sierra Vista,blue-collar,single,0,712,1,1
139850,West,Arizona,Sierra Vista,housemaid,married,0,513,0,1
139857,Central,Illinois,Chicago,student,single,0,123,0,0
139878,South,Florida,Hollywood,management,married,0,1133,1,0
139885,Central,Illinois,Chicago,technician,married,0,1694,0,1
139892,South,Florida,Miami,retired,married,0,108,0,0
139913,East,New York,Dix Hills,management,married,0,4124,1,0
139948,East,New York,Utica,management,married,0,1223,0,0
139955,East,Massachusetts,Boston,unemployed,single,0,7968,0,0
139969,Central,Texas,Pflugerville,admin.,divorced,0,362,0,0
140004,West,California,Los Angeles,management,married,0,699,0,0
140053,East,New York,Troy,admin.,married,0,10541,0,0
140074,East,New Jersey,Glassboro,blue-collar,married,0,409,1,0
140081,West,California,Los Angeles,entrepreneur,married,0,104,1,0
140088,East,New York,New York City,technician,married,0,3285,1,0
140116,South,North Carolina,Indian Trail,management,married,0,4189,1,0
140144,South,Georgia,Atlanta,management,single,0,1610,1,0
140165,West,California,Los Angeles,unemployed,single,0,1026,1,0
140200,Central,Texas,Houston,technician,single,0,1693,1,0
140207,East,New York,Troy,management,married,0,315,0,0
140242,East,District of Columbia,Washington,management,married,0,6771,0,0
140410,Central,Michigan,Detroit,unemployed,single,0,334,0,0
140501,West,Washington,Federal Way,management,married,0,141,1,0
140543,East,District of Columbia,Washington,retired,single,0,1050,0,0
140585,West,Washington,Seattle,management,married,0,282,0,0
140634,East,New York,New York City,admin.,divorced,0,1947,0,0
140676,Central,Illinois,Joliet,blue-collar,married,0,0,0,0
140774,East,District of Columbia,Washington,unemployed,married,0,1960,1,0
140795,West,California,Los Angeles,management,single,0,1027,0,0
140844,West,Washington,Seattle,technician,married,0,289,1,0
140851,East,District of Columbia,Washington,unemployed,single,0,380,0,0
140858,West,California,Los Angeles,management,single,0,62,1,0
140886,Central,Oklahoma,Oklahoma City,blue-collar,single,0,76,1,0
140921,East,New York,New York City,blue-collar,divorced,0,594,1,0
140928,Central,Illinois,Chicago,blue-collar,married,0,548,0,0
140949,East,New York,Valley Stream,admin.,married,0,1207,1,0
140963,East,Massachusetts,Boston,blue-collar,married,0,320,1,0
141019,South,Florida,Seminole,blue-collar,married,0,2453,1,0
141040,South,Florida,Tampa,management,single,0,3141,0,0
141082,West,California,Los Angeles,blue-collar,married,0,462,1,0
141215,Central,Texas,Dallas,management,single,0,7443,0,0
141257,South,Georgia,Columbus,management,single,0,698,0,0
141278,West,California,Los Angeles,management,divorced,0,122,1,0
141397,West,California,Los Angeles,student,single,0,311,0,0
141453,Central,Iowa,Urbandale,admin.,single,0,1000,1,0
141544,Central,Illinois,Chicago,blue-collar,single,0,885,1,0
141586,Central,Illinois,Chicago,unemployed,single,0,804,0,0
141607,Central,Texas,Pharr,management,married,0,724,1,0
141768,South,Georgia,Atlanta,technician,single,0,598,0,0
141789,West,California,Los Angeles,management,married,0,0,0,0
141817,West,California,Los Angeles,technician,married,0,0,0,0
141992,South,Florida,Titusville,unemployed,divorced,0,756,0,0
142027,East,New York,New York City,admin.,married,0,920,0,0
142041,Central,Wisconsin,Fitchburg,blue-collar,single,0,191,1,0
142048,East,Pennsylvania,Philadelphia,technician,single,0,208,0,0
142237,Central,Illinois,Highland Park,retired,divorced,0,704,0,0
142314,West,Washington,Marysville,housemaid,divorced,1,1238,0,0
142335,West,California,Los Angeles,management,married,0,2817,0,0
142419,East,New York,Utica,management,single,0,811,0,0
142545,West,California,San Diego,admin.,divorced,0,555,1,1
142587,West,California,Los Angeles,retired,married,0,459,0,0
142622,South,Arkansas,North Little Rock,management,married,0,792,0,0
142636,Central,Illinois,Chicago,housemaid,single,0,19,0,0
142727,East,New York,Deer Park,technician,single,0,1279,1,0
142755,West,Washington,Seattle,self-employed,single,0,-103,1,1
142762,Central,Illinois,Chicago,technician,single,0,11262,0,0
142839,West,California,San Diego,blue-collar,married,0,1673,1,0
142888,East,New York,New York City,unemployed,single,0,79,0,0
142902,West,California,Los Angeles,blue-collar,single,0,535,0,0
142944,South,Arkansas,Paragould,technician,married,0,3376,1,0
142958,Central,Illinois,Chicago,blue-collar,married,0,1405,0,1
143028,West,Washington,Seattle,admin.,single,0,265,1,0
143063,South,North Carolina,Greensboro,blue-collar,divorced,0,-9,1,1
143077,East,New York,New York City,services,divorced,0,0,0,0
143119,East,New York,New York City,admin.,single,0,895,0,0
143182,Central,Minnesota,Brooklyn Center,retired,married,0,1468,0,0
143231,Central,Oklahoma,Muskogee,blue-collar,married,0,190,1,0
143238,Central,Michigan,Dearborn Heights,self-employed,married,0,3698,1,0
143259,South,Florida,Miami,technician,single,0,882,0,0
143308,West,Washington,Seattle,retired,divorced,0,1679,0,0
143329,South,Florida,Hollywood,self-employed,single,0,42,1,0
143336,Central,Texas,Houston,blue-collar,married,0,2039,1,0
143343,West,Arizona,Prescott Valley,management,married,0,1165,0,0
143413,Central,Minnesota,Burnsville,student,single,0,459,0,0
143434,Central,Michigan,Battle Creek,management,married,0,0,0,0
143455,Central,Texas,Cedar Hill,management,single,0,0,1,0
143490,Central,Michigan,Detroit,unemployed,single,0,44,0,0
143602,West,California,Los Angeles,management,married,0,2333,0,0
143665,Central,Michigan,Ann Arbor,student,single,0,4468,0,0
143686,West,Washington,Seattle,blue-collar,married,0,421,1,0
143798,East,New York,New York City,admin.,married,0,45,0,0
143819,West,California,Los Angeles,management,married,0,474,0,0
143861,Central,Kansas,Kansas City,management,married,0,43,1,0
143903,Central,Nebraska,Papillion,services,married,0,2376,1,0
143917,South,Florida,Tampa,student,single,0,331,0,0
144064,South,Georgia,Atlanta,retired,married,0,800,0,0
144113,East,New York,New York City,student,single,0,1170,0,0
144211,East,New York,Holbrook,services,single,0,2615,0,0
144253,East,District of Columbia,Washington,services,married,0,386,0,0
144267,West,Washington,Seattle,management,married,0,395,1,0
144288,Central,Wisconsin,Watertown,blue-collar,married,0,4108,1,0
144344,East,New York,New York City,retired,divorced,0,6746,0,0
144393,South,North Carolina,Charlotte,retired,divorced,0,1080,1,0
144407,East,District of Columbia,Washington,technician,divorced,0,1807,1,0
144526,East,New York,New York City,retired,married,0,48,0,0
144554,West,Utah,Provo,technician,married,0,0,0,0
144589,Central,Wisconsin,Eau Claire,unemployed,single,1,-4,0,1
144624,South,Florida,Tamarac,services,single,0,1934,0,0
144638,East,New York,New York City,retired,divorced,0,0,0,0
144652,East,New York,New York City,technician,single,0,4987,0,0
144666,East,Massachusetts,Boston,blue-collar,married,0,599,1,0
144694,East,New York,New York City,unemployed,single,0,993,0,0
144729,Central,Texas,Cedar Hill,blue-collar,single,0,0,0,0
144792,Central,Michigan,Dearborn,blue-collar,divorced,0,-207,0,0
144806,East,Pennsylvania,Philadelphia,management,single,0,1618,1,1
144827,Central,Minnesota,Brooklyn Center,technician,single,0,1435,0,0
144855,West,Washington,Seattle,admin.,married,0,330,0,0
144862,South,North Carolina,Indian Trail,technician,single,0,258,0,0
144904,West,California,Los Angeles,technician,single,0,0,1,1
144932,East,New York,New York City,management,married,0,3342,0,0
144939,East,District of Columbia,Washington,NA,married,0,558,0,0
145065,East,Maine,Lewiston,services,single,0,870,0,0
