CustomerID,Region,State,City,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan
103730,East,Pennsylvania,Philadelphia,management,married,NA,0,2724,0,0
103793,East,New York,New York City,admin.,divorced,secondary,0,237,0,1
103828,Central,Kansas,Hutchinson,blue-collar,married,primary,0,4979,0,0
103849,West,California,San Francisco,blue-collar,single,secondary,0,294,1,1
103891,West,Washington,Seattle,management,married,tertiary,0,1429,1,0
103905,South,North Carolina,Goldsboro,housemaid,married,primary,0,889,0,0
103947,West,Washington,Seattle,technician,divorced,secondary,0,3068,1,1
104003,West,California,Los Angeles,admin.,married,secondary,0,4608,0,0
104066,West,Montana,Kalispell,self-employed,married,secondary,0,-522,1,1
104185,Central,Kansas,Garden City,technician,married,NA,0,1559,0,0
104220,Central,Michigan,Detroit,admin.,single,secondary,0,151,1,0
104269,South,Florida,Miami,services,married,secondary,0,273,0,0
104283,South,Arkansas,North Little Rock,self-employed,married,primary,0,102,1,0
104381,East,Maryland,Cumberland,student,single,tertiary,0,2103,0,0
104430,West,Washington,Seattle,technician,married,tertiary,0,2976,1,0
104472,East,District of Columbia,Washington,services,married,secondary,0,202,1,0
104493,West,California,Los Angeles,admin.,divorced,secondary,0,1224,1,0
104514,South,Florida,Tampa,management,married,tertiary,0,1058,0,0
104626,East,Maine,Brunswick,self-employed,married,tertiary,0,-3058,1,1
104640,South,Alabama,Selma,management,single,tertiary,0,763,0,0
104647,West,Washington,Edmonds,management,married,tertiary,0,346,0,0
104745,Central,Texas,Houston,services,married,secondary,0,4721,0,0
104773,South,North Carolina,Charlotte,services,married,secondary,0,0,1,0
104780,Central,Nebraska,Papillion,management,single,tertiary,0,1396,1,0
104794,Central,Illinois,Chicago,admin.,single,secondary,0,293,0,0
104801,South,Georgia,Atlanta,retired,married,secondary,0,203,0,0
104955,East,Massachusetts,Boston,services,divorced,secondary,0,947,0,0
104976,South,Georgia,Atlanta,entrepreneur,married,primary,0,7279,1,0
105018,East,Pennsylvania,Philadelphia,admin.,married,secondary,0,53,1,0
105053,South,North Carolina,Charlotte,admin.,single,secondary,0,733,1,0
105074,East,District of Columbia,Washington,admin.,married,secondary,0,341,0,0
105102,Central,Oklahoma,Oklahoma City,admin.,single,tertiary,0,625,0,1
105144,West,California,Los Angeles,services,single,secondary,0,353,1,0
105172,West,California,San Diego,services,single,secondary,0,344,1,0
105214,East,Maryland,Dundalk,management,divorced,NA,0,465,1,0
105221,West,California,Los Angeles,technician,married,secondary,0,603,0,1
105235,East,New Jersey,Union,retired,married,tertiary,0,1204,0,0
105256,South,Florida,Miami,management,single,tertiary,0,437,0,0
105284,East,District of Columbia,Washington,management,single,tertiary,0,4831,0,0
105312,East,New York,New York City,management,single,tertiary,0,533,0,0
105347,East,New York,New York City,blue-collar,married,secondary,0,246,1,0
105480,South,Arkansas,Paragould,admin.,married,secondary,0,260,1,0
105494,East,New York,New York City,housemaid,married,primary,0,2785,0,0
105578,East,District of Columbia,Washington,self-employed,single,tertiary,0,2589,0,0
105585,East,District of Columbia,Washington,management,married,tertiary,0,589,0,0
105634,East,Massachusetts,Boston,management,single,tertiary,0,1623,0,0
105676,West,California,Los Angeles,management,married,tertiary,0,3371,0,0
105760,East,Pennsylvania,Philadelphia,technician,single,secondary,0,505,0,1
105767,Central,Illinois,Chicago,retired,married,primary,0,56,0,0
105809,West,California,Los Angeles,unemployed,divorced,secondary,0,587,0,0
105816,West,Washington,Seattle,management,single,NA,0,6013,1,0
105886,Central,Illinois,Chicago,admin.,married,secondary,0,2160,1,1
105893,West,California,Los Angeles,management,single,tertiary,0,2,0,0
105963,East,Pennsylvania,Philadelphia,management,single,tertiary,0,538,0,0
105970,West,California,Los Angeles,management,married,tertiary,0,0,1,0
106033,West,California,Los Angeles,management,divorced,tertiary,0,6468,1,0
106075,West,Washington,Seattle,housemaid,married,tertiary,0,66,1,0
106103,West,Washington,Seattle,unemployed,married,secondary,0,1625,0,0
106180,East,District of Columbia,Washington,retired,divorced,secondary,0,7111,1,0
106306,Central,Illinois,Chicago,retired,married,primary,0,5220,0,0
106320,Central,Texas,Houston,retired,married,secondary,0,2896,0,0
106341,West,California,Los Angeles,housemaid,single,tertiary,0,19,0,0
106376,Central,Illinois,Chicago,management,married,tertiary,0,473,0,0
106383,East,New York,Elmira,unemployed,single,secondary,0,2424,0,0
106439,Central,Illinois,Hoffman Estates,services,married,primary,0,-9,1,0
106530,West,Washington,Seattle,services,single,secondary,0,0,0,0
106537,Central,Kansas,Hutchinson,services,single,secondary,0,1709,0,1
106558,East,Connecticut,Colchester,blue-collar,married,secondary,0,1515,1,0
106565,West,Washington,Seattle,management,married,NA,0,1504,1,0
106572,Central,Michigan,Canton,blue-collar,married,secondary,0,315,0,0
106663,East,New York,New York City,blue-collar,married,secondary,0,262,0,0
106677,South,Florida,Hollywood,unemployed,married,primary,0,7459,1,0
106705,East,New York,New York City,admin.,married,secondary,0,403,1,0
106719,East,Connecticut,Hartford,unemployed,married,secondary,0,978,0,0
106803,West,California,Los Angeles,entrepreneur,married,tertiary,0,83,0,0
106810,East,New York,New York City,management,married,tertiary,0,296,0,1
106852,South,North Carolina,Charlotte,entrepreneur,single,tertiary,1,-405,1,1
106859,West,Utah,Pleasant Grove,retired,divorced,primary,0,0,0,0
106894,South,Georgia,Atlanta,blue-collar,married,secondary,0,139,1,1
106943,East,Pennsylvania,Philadelphia,services,divorced,primary,0,-291,1,1
106964,East,New York,New York City,blue-collar,married,secondary,0,2823,1,0
106992,East,Massachusetts,Boston,technician,married,secondary,0,0,0,0
107153,East,New York,New York City,services,married,NA,0,618,0,0
107181,West,California,San Diego,management,married,primary,0,3229,1,0
107202,Central,Wisconsin,Fitchburg,admin.,married,NA,0,991,0,0
107216,Central,Illinois,Chicago,technician,single,secondary,0,98,0,0
107272,West,California,San Francisco,services,single,secondary,0,302,0,0
107293,West,California,Los Angeles,blue-collar,married,secondary,0,1451,0,0
107342,Central,Kansas,Leavenworth,technician,single,tertiary,0,992,1,0
107349,West,Washington,Seattle,management,married,tertiary,0,2351,0,0
107461,West,California,East Los Angeles,retired,divorced,tertiary,0,443,0,0
107503,West,California,San Francisco,services,divorced,secondary,0,36,1,1
107594,South,Georgia,Columbus,management,single,secondary,0,843,0,0
107615,East,New York,New York City,technician,single,tertiary,0,401,0,0
107720,West,California,Los Angeles,entrepreneur,married,secondary,0,8491,1,0
107727,Central,Texas,Dallas,technician,married,secondary,0,0,0,0
107755,South,Georgia,Atlanta,student,single,secondary,0,1522,0,0
107874,South,North Carolina,Goldsboro,admin.,married,secondary,0,48,1,0
107916,East,Ohio,Mount Vernon,admin.,married,tertiary,0,653,0,0
108063,South,North Carolina,Charlotte,retired,divorced,primary,0,-233,1,0
108070,Central,Wisconsin,Watertown,retired,single,secondary,0,2,0,0
108098,Central,Michigan,Detroit,blue-collar,divorced,primary,0,301,1,0
108189,East,New York,North Babylon,technician,single,secondary,0,382,0,0
108245,West,Washington,Marysville,admin.,divorced,secondary,0,-251,0,0
108294,East,Massachusetts,Boston,retired,married,primary,0,3324,0,0
108322,Central,Texas,Cedar Hill,services,single,secondary,0,152,1,0
108329,East,Pennsylvania,Philadelphia,management,married,tertiary,0,160,0,0
108441,East,Connecticut,Norwich,management,married,tertiary,0,553,1,0
108455,South,Florida,Miami,blue-collar,divorced,primary,0,2656,1,0
108504,East,New York,New York City,retired,married,primary,0,3518,1,0
108553,West,California,Manhattan Beach,admin.,single,tertiary,0,760,1,0
108560,Central,Texas,Dallas,technician,married,secondary,1,-367,1,0
108574,Central,Wisconsin,Eau Claire,management,married,tertiary,0,2816,0,0
108581,West,California,Los Angeles,student,single,NA,0,1011,0,0
108637,South,Tennessee,Columbia,admin.,single,tertiary,0,272,1,0
108665,East,New York,New York City,management,married,tertiary,0,1722,1,0
108707,Central,Michigan,Clinton,student,single,NA,0,53,0,0
108882,South,Alabama,Selma,admin.,married,secondary,0,35,0,0
108910,East,District of Columbia,Washington,management,married,tertiary,0,2635,0,0
108966,Central,Illinois,Chicago,technician,single,tertiary,0,1625,0,0
108987,West,California,Los Angeles,admin.,single,secondary,0,678,1,0
109036,East,Ohio,Hamilton,services,single,secondary,0,339,0,0
109057,East,Massachusetts,Boston,student,single,secondary,0,1809,0,0
109176,East,Massachusetts,Boston,unemployed,married,secondary,0,687,1,0
109197,West,California,Los Angeles,retired,married,primary,0,9367,0,0
109218,Central,Oklahoma,Broken Arrow,blue-collar,married,tertiary,0,2999,0,0
109232,West,Arizona,Scottsdale,blue-collar,married,secondary,0,62,1,0
109344,East,New York,New York City,blue-collar,single,secondary,0,0,0,0
109470,Central,Oklahoma,Oklahoma City,management,single,tertiary,0,816,1,0
109484,West,Washington,Seattle,blue-collar,married,secondary,0,49,1,0
109512,East,New York,New York City,admin.,divorced,secondary,0,878,1,0
109589,West,California,Los Altos,student,single,NA,0,755,0,0
109638,South,Georgia,Atlanta,student,single,secondary,0,17,0,0
109701,South,Tennessee,Collierville,unemployed,married,tertiary,0,2812,1,0
109750,West,Washington,Mount Vernon,entrepreneur,married,NA,0,3133,1,1
109778,West,California,Los Altos,admin.,divorced,secondary,0,1718,0,1
109806,Central,Illinois,Chicago,technician,married,tertiary,0,1699,0,0
109820,East,New York,New York City,self-employed,married,tertiary,0,661,0,0
109869,East,New York,New York City,technician,single,secondary,0,846,0,0
109911,East,New York,New York City,student,single,NA,0,108,0,0
109939,West,California,Los Angeles,technician,single,secondary,0,4684,1,0
109946,West,California,Los Angeles,retired,divorced,primary,0,695,0,0
110016,East,District of Columbia,Washington,management,married,tertiary,0,294,0,0
110023,Central,Texas,Dallas,management,single,tertiary,0,41,0,0
110030,Central,Minnesota,Brooklyn Center,blue-collar,married,primary,0,3,0,1
110072,East,Massachusetts,Boston,retired,married,secondary,0,569,0,0
110100,Central,Minnesota,Burnsville,management,married,tertiary,0,4328,0,0
110156,West,Washington,Seattle,retired,married,secondary,0,2850,0,0
110163,South,Florida,Homestead,retired,married,secondary,0,2714,0,0
110170,East,Pennsylvania,Greensburg,admin.,divorced,secondary,0,2232,0,0
110184,East,New York,New York City,blue-collar,married,secondary,0,152,1,1
110247,South,Georgia,Dalton,management,married,secondary,1,879,1,0
110254,East,New York,New York City,admin.,divorced,secondary,0,527,0,1
110352,West,Washington,Edmonds,technician,married,secondary,0,4539,0,0
110366,East,District of Columbia,Washington,management,divorced,NA,0,854,0,0
110380,East,New York,New York City,management,married,tertiary,0,1138,0,0
110408,West,California,Los Angeles,management,married,tertiary,0,51,1,0
110457,East,Massachusetts,Boston,blue-collar,married,secondary,0,699,1,1
110478,West,California,Los Angeles,services,married,secondary,0,983,1,0
110499,East,Pennsylvania,Philadelphia,management,married,tertiary,0,1315,0,0
110527,East,Massachusetts,Boston,entrepreneur,divorced,tertiary,0,776,0,1
110576,West,California,Los Angeles,technician,single,secondary,0,3466,0,0
110604,West,California,Manhattan Beach,technician,married,secondary,0,1167,1,0
110632,Central,Wisconsin,Watertown,blue-collar,married,primary,0,-1,1,0
110639,Central,Oklahoma,Owasso,management,single,tertiary,0,224,0,0
110667,East,New York,New York City,admin.,married,secondary,0,-370,1,0
110674,East,Massachusetts,Boston,management,married,tertiary,0,786,0,0
110744,East,Massachusetts,Boston,unemployed,single,primary,0,129,0,0
110772,West,California,San Diego,student,single,secondary,0,394,0,0
110842,East,Ohio,Hudson,technician,married,tertiary,0,5110,0,0
110905,East,District of Columbia,Washington,self-employed,married,NA,0,4984,0,0
110996,Central,Illinois,Highland Park,technician,married,tertiary,0,122,0,0
111003,West,California,Los Angeles,blue-collar,married,secondary,0,1568,1,0
111010,East,District of Columbia,Washington,self-employed,divorced,tertiary,0,1382,0,0
111059,West,California,Los Angeles,management,single,tertiary,0,147,0,0
111094,East,New York,New York City,services,married,secondary,0,2145,0,0
111115,West,New Mexico,Santa Fe,technician,married,tertiary,0,3382,0,0
111150,West,Washington,Seattle,student,single,tertiary,0,326,0,0
111164,East,New York,New York City,management,single,tertiary,0,502,0,0
111171,West,California,Los Angeles,admin.,married,secondary,0,241,0,0
111178,East,New York,New York City,management,married,tertiary,0,191,0,0
111199,East,New York,New York City,admin.,married,secondary,0,897,0,0
111241,East,Massachusetts,Boston,retired,married,tertiary,0,846,0,0
111297,West,California,Los Angeles,student,single,NA,0,358,0,0
111374,Central,Illinois,Chicago,retired,married,primary,0,67,0,0
111395,West,Washington,Seattle,services,single,NA,0,281,1,0
111423,East,New York,New York City,technician,single,tertiary,0,3689,0,0
111451,West,California,San Diego,student,single,NA,0,722,0,0
111458,Central,Wisconsin,Watertown,management,married,tertiary,0,3634,0,0
111500,Central,Michigan,Clinton,technician,married,tertiary,0,911,1,1
111507,Central,Texas,Houston,blue-collar,married,primary,0,994,1,0
111514,South,Tennessee,Columbia,housemaid,married,primary,0,3512,0,0
111647,East,New York,New York City,technician,married,secondary,0,226,1,0
111682,East,Massachusetts,Boston,entrepreneur,married,secondary,0,11887,0,0
111689,West,California,Los Angeles,technician,single,tertiary,0,386,0,0
111745,West,California,Los Angeles,management,married,tertiary,0,302,1,1
111794,West,California,Lemon Grove,admin.,single,tertiary,0,364,0,1
111808,West,Arizona,Scottsdale,technician,single,secondary,0,925,0,0
111829,West,California,Los Angeles,housemaid,married,secondary,0,243,1,0
112025,West,New Mexico,Santa Fe,management,single,tertiary,0,9407,0,0
112039,East,Massachusetts,Boston,management,married,tertiary,0,10884,0,0
112102,East,New York,New York City,blue-collar,married,primary,0,5603,0,0
112109,South,Georgia,Atlanta,admin.,divorced,secondary,0,2129,0,0
112116,East,Massachusetts,Boston,retired,married,primary,0,2074,0,0
112123,West,Utah,Provo,technician,married,tertiary,0,3338,1,0
112158,Central,Illinois,Chicago,management,divorced,tertiary,0,388,1,0
112319,East,New York,New York City,retired,married,primary,0,155,0,0
112326,East,New York,New York City,services,divorced,secondary,0,462,0,0
112340,Central,Illinois,Chicago,technician,married,tertiary,0,2611,0,0
112389,East,New York,New York City,retired,married,NA,0,739,0,0
112452,Central,Texas,Dallas,technician,married,secondary,0,159,1,0
112508,West,Oregon,West Linn,admin.,single,secondary,0,0,1,0
112515,West,Idaho,Boise,blue-collar,married,secondary,0,1905,1,0
112557,East,Ohio,Mount Vernon,technician,single,tertiary,0,1636,1,0
112564,West,California,Los Angeles,technician,married,secondary,0,116,0,0
112571,East,New York,New York City,blue-collar,married,secondary,0,1730,1,0
112613,East,New York,Troy,blue-collar,married,secondary,0,1464,1,0
112669,West,California,Los Angeles,management,single,tertiary,0,1379,0,0
112676,South,Arkansas,North Little Rock,technician,married,secondary,0,1,0,0
112697,East,New York,New York City,student,single,secondary,0,1779,0,0
112718,West,California,Los Gatos,technician,single,secondary,0,-239,1,1
112774,Central,Texas,Houston,management,married,secondary,0,867,1,0
112809,East,Massachusetts,Boston,admin.,married,secondary,0,2374,1,0
112865,Central,Kansas,Kansas City,unemployed,married,primary,0,3391,0,0
112872,South,North Carolina,Sanford,entrepreneur,married,primary,0,1443,0,0
112893,East,Maryland,Crofton,admin.,single,secondary,0,684,0,0
112914,East,New York,Ithaca,management,single,tertiary,0,697,0,0
112928,South,Arkansas,Pine Bluff,student,single,secondary,0,431,0,0
112942,South,North Carolina,Charlotte,blue-collar,married,primary,0,-546,0,0
112977,East,Massachusetts,Boston,technician,married,tertiary,0,1699,0,0
113061,East,New York,New York City,management,married,tertiary,0,0,0,0
113110,Central,Illinois,Chicago,admin.,divorced,NA,0,257,0,0
113138,East,Pennsylvania,Philadelphia,technician,single,tertiary,0,2838,1,0
113145,East,New Jersey,Willingboro,unemployed,married,secondary,0,957,0,0
113166,West,California,Los Angeles,management,single,tertiary,0,2551,1,0
113173,West,California,San Francisco,retired,married,tertiary,0,2812,0,0
113243,Central,Michigan,Detroit,housemaid,married,primary,0,0,1,0
113362,Central,Illinois,Chicago,management,single,tertiary,0,393,0,0
113404,East,New York,Bethpage,management,single,tertiary,0,5958,1,0
113481,East,New York,New York City,technician,married,secondary,0,156,0,1
113509,West,California,Los Angeles,unemployed,single,tertiary,0,1291,0,0
113516,Central,Illinois,Chicago,retired,divorced,primary,0,720,0,0
113558,West,California,San Diego,technician,single,tertiary,0,13711,1,0
113579,South,Florida,Tampa,retired,married,secondary,0,2473,0,0
113621,West,California,San Francisco,blue-collar,single,secondary,1,1085,1,1
113747,East,New York,New York City,technician,divorced,tertiary,0,0,0,0
113817,South,Florida,Miami,technician,divorced,secondary,0,0,0,0
113852,West,California,Los Angeles,technician,single,tertiary,0,15161,0,0
113887,South,Florida,Miami,technician,single,tertiary,0,882,0,0
113929,Central,Iowa,Urbandale,management,married,secondary,0,336,0,0
113971,East,District of Columbia,Washington,self-employed,single,tertiary,0,1616,0,0
114069,West,California,Los Angeles,retired,married,primary,0,3025,0,0
114104,South,North Carolina,Charlotte,management,single,secondary,0,2840,0,0
114174,South,Florida,West Palm Beach,blue-collar,single,secondary,0,1857,1,0
114188,Central,Iowa,Ankeny,services,single,secondary,0,1347,0,0
114216,West,California,Los Angeles,management,married,tertiary,0,495,0,0
114237,East,New York,New York City,technician,single,tertiary,0,880,1,1
114293,East,Massachusetts,Boston,blue-collar,single,tertiary,0,455,0,0
114300,South,Florida,Miami,technician,single,secondary,0,313,0,0
114412,East,New York,New York City,blue-collar,married,primary,1,-462,0,0
114433,West,Washington,Olympia,retired,married,secondary,0,445,0,0
114440,West,Washington,Seattle,technician,divorced,secondary,0,3450,0,0
114468,West,Oregon,Corvallis,services,married,secondary,0,0,1,1
114489,East,New York,New York City,blue-collar,single,primary,0,116,0,0
114552,Central,Texas,Dallas,services,single,secondary,0,133,0,0
114622,West,California,Los Angeles,unemployed,married,secondary,0,2245,0,0
114636,West,California,Los Angeles,unemployed,married,secondary,0,1289,0,0
114643,East,Pennsylvania,Philadelphia,management,married,tertiary,0,840,0,0
114713,East,New York,New York City,management,single,tertiary,0,83,0,0
114727,Central,Illinois,Chicago,management,divorced,tertiary,0,624,0,0
114776,Central,Texas,Dallas,self-employed,single,tertiary,0,61,0,0
114839,East,New York,Deer Park,management,single,tertiary,0,8828,0,0
114923,West,California,Los Angeles,technician,married,secondary,0,776,0,0
114972,East,New York,Utica,technician,married,NA,0,189,0,0
115091,West,California,Los Angeles,unemployed,married,secondary,0,1978,0,0
115154,East,Maine,Saco,technician,married,secondary,0,412,0,0
115259,South,Florida,Miami,technician,divorced,tertiary,0,53,0,0
115364,West,California,Los Angeles,technician,single,tertiary,0,508,1,1
115427,South,North Carolina,Charlotte,retired,divorced,primary,0,46,0,0
115455,West,California,Long Beach,retired,married,tertiary,0,1948,0,0
115504,Central,Michigan,Detroit,management,married,tertiary,0,630,0,0
115525,East,Maryland,Cumberland,technician,single,tertiary,0,1075,0,0
115574,Central,Oklahoma,Norman,student,single,tertiary,0,0,0,0
115588,Central,Kansas,Leavenworth,retired,divorced,tertiary,0,13094,0,0
115602,South,North Carolina,Charlotte,management,married,tertiary,0,6060,1,0
115651,West,California,San Diego,technician,married,tertiary,0,120,0,0
115742,West,California,Los Angeles,services,married,secondary,0,52,0,0
115756,Central,Texas,Dallas,entrepreneur,married,tertiary,0,624,0,0
115791,East,New York,New York City,admin.,single,secondary,0,464,0,0
115798,South,Georgia,Columbus,technician,single,secondary,0,941,0,1
115812,Central,Illinois,Chicago,admin.,single,tertiary,0,1000,1,0
115819,Central,Michigan,Detroit,management,married,tertiary,0,3696,0,0
115847,East,Massachusetts,Boston,management,married,tertiary,0,-92,1,1
115917,South,Florida,Miami,housemaid,married,primary,0,2152,0,0
115931,West,California,Los Altos,admin.,single,secondary,0,-109,1,1
115938,South,Florida,Miami,retired,divorced,primary,0,3624,0,0
115973,Central,Texas,Dallas,services,divorced,secondary,0,608,1,1
115987,Central,Michigan,Detroit,services,divorced,secondary,0,0,0,0
115994,East,Massachusetts,Boston,self-employed,divorced,tertiary,0,6,1,0
116092,East,Maryland,Dundalk,housemaid,married,secondary,0,962,1,0
116204,West,California,Los Angeles,management,married,tertiary,0,1303,0,0
116225,Central,Oklahoma,Norman,blue-collar,married,secondary,0,7895,1,0
116239,Central,Illinois,Chicago,management,married,tertiary,0,1,1,0
116407,East,District of Columbia,Washington,blue-collar,married,secondary,0,225,1,0
116519,East,Maryland,Cumberland,student,single,tertiary,0,10086,0,0
116645,Central,Michigan,Detroit,admin.,divorced,secondary,0,3337,1,0
116659,Central,Texas,Houston,admin.,married,secondary,0,2374,1,0
116701,East,Pennsylvania,Philadelphia,management,single,tertiary,0,623,0,0
116715,West,Washington,Seattle,admin.,married,NA,0,4629,1,0
116729,West,Washington,Seattle,management,married,tertiary,0,2281,0,0
116736,West,California,Los Angeles,technician,married,tertiary,0,3234,0,0
116750,West,California,Manhattan Beach,admin.,single,secondary,0,766,0,0
116855,East,Maine,Portland,student,single,tertiary,0,64,0,0
116932,West,California,Los Angeles,admin.,divorced,secondary,0,0,0,0
116974,South,Florida,Hollywood,student,single,primary,0,608,0,0
117058,East,New York,New York City,technician,married,secondary,0,973,0,0
117079,South,Georgia,Atlanta,entrepreneur,married,secondary,0,496,0,0
117135,West,California,San Diego,blue-collar,married,secondary,0,501,1,1
117212,East,New York,New York City,services,single,secondary,0,2881,0,0
117240,West,California,Los Angeles,management,single,tertiary,0,697,0,0
117247,East,New York,New York City,technician,divorced,tertiary,0,96,0,0
117282,Central,Texas,Pflugerville,blue-collar,married,secondary,0,1568,1,0
117317,West,Washington,Seattle,management,single,tertiary,0,924,0,0
117345,East,New York,New York City,technician,married,secondary,0,1740,0,0
117415,Central,Texas,Dallas,blue-collar,divorced,primary,0,138,1,0
117429,East,New York,New York City,technician,married,primary,0,4198,0,0
117457,West,Washington,Seattle,management,married,tertiary,0,1047,0,0
117485,East,District of Columbia,Washington,admin.,married,secondary,0,96,0,0
117534,South,Alabama,Madison,admin.,married,primary,0,72,1,1
117590,Central,Texas,Dallas,retired,single,tertiary,0,842,0,0
117611,South,Arkansas,Little Rock,technician,divorced,secondary,0,6481,0,0
117639,West,Washington,Seattle,retired,divorced,tertiary,0,0,0,0
117695,West,Washington,Seattle,blue-collar,married,secondary,0,3027,1,0
117709,East,New York,New York City,blue-collar,single,tertiary,0,455,0,0
117723,Central,Michigan,Dearborn Heights,retired,divorced,primary,0,949,0,0
117744,South,Florida,Jacksonville,technician,single,tertiary,0,0,1,0
