CustomerID,Region,State,City,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan
134607,W,Arizona,Scottsdale,retired,married,secondary,0,1612,0,0
134614,W,California,San Francisco,management,divorced,terto,0,1968,0,0
134649,E,New York,Ithaca,technician,divorced,secondary,0,367,0,0
134656,C,Texas,Houston,blue-collar,married,primary,0,1262,1,1
134677,C,Michigan,Detroit,admin.,single,secondary,0,654,0,0
134712,W,Washington,Seattle,retired,divorced,primary,0,639,0,0
134747,C,Iowa,Urbandale,technician,divorced,secondary,0,275,0,0
134775,E,District of Columbia,Washington,blue-collar,divorced,primary,0,-19,1,0
134782,E,District of Columbia,Washington,retired,married,secondary,0,86,0,0
134845,E,Maryland,Crofton,management,married,terto,0,2222,1,0
134859,C,Iowa,Ankeny,blue-collar,married,secondary,0,167,1,1
134894,W,California,Los Angeles,management,married,terto,0,1624,0,0
134908,W,California,Los Angeles,self-employed,single,terto,0,658,1,0
134915,C,Michigan,Ann Arbor,management,married,terto,0,-375,0,0
134971,E,Pennsylvania,Philadelphia,retired,divorced,primary,0,1729,0,0
134978,E,District of Columbia,Washington,management,single,terto,0,201,1,0
135034,W,Washington,Seattle,technician,divorced,terto,1,3,0,0
135062,C,Kansas,Leawood,retired,divorced,primary,0,275,0,0
135167,C,Kansas,Kansas City,management,single,terto,0,12569,0,0
135174,W,Idaho,Lewiston,management,married,terto,0,1624,0,0
135272,W,Washington,Seattle,technician,single,terto,0,1880,0,0
135279,S,North Carolina,Charlotte,technician,single,terto,0,2733,0,0
135307,E,Pennsylvania,Philadelphia,blue-collar,married,primary,0,3136,1,0
135363,S,North Carolina,Greenville,management,married,terto,0,0,1,1
135391,E,New York,New York City,management,married,terto,0,1147,0,0
135405,W,California,Los Angeles,admin.,divorced,secondary,0,397,1,1
135538,S,Florida,Miramar,blue-collar,single,primary,0,0,0,0
135545,S,Georgia,Atlanta,student,single,primary,0,608,0,0
135622,W,Washington,Seattle,management,single,terto,0,825,1,0
135650,C,Kansas,Leavenworth,management,married,terto,0,2383,0,0
135657,E,Massachusetts,Boston,management,single,terto,0,2,1,1
135685,E,Ohio,Hudson,management,married,terto,0,6016,0,0
135692,W,Oregon,Corvallis,blue-collar,married,primary,0,201,1,0
135699,C,Texas,Houston,technician,married,secondary,0,221,1,0
135720,E,New York,New York City,housemaid,single,secondary,0,1796,0,0
135783,C,Michigan,Detroit,management,married,terto,0,3518,0,0
135860,C,Texas,Houston,management,married,secondary,0,134,1,1
135923,E,New York,Valley Stream,technician,single,secondary,0,540,0,1
135972,E,Pennsylvania,Philadelphia,management,single,terto,0,-324,0,1
136133,C,Michigan,Detroit,retired,married,primary,0,1084,0,0
136280,E,Pennsylvania,Philadelphia,entrepreneur,married,terto,0,170,1,0
136329,W,California,Los Angeles,housemaid,married,secondary,0,271,1,0
136371,C,Kansas,Hutchinson,management,single,terto,0,1400,1,0
136399,E,New Jersey,Secaucus,management,single,terto,0,935,0,0
136406,C,Texas,Houston,technician,married,secondary,0,684,1,0
136434,C,Illinois,Hoffman Estates,retired,divorced,secondary,0,2204,0,0
136476,E,Massachusetts,Boston,student,single,terto,0,3300,0,0
136483,S,North Carolina,Gastonia,management,married,terto,0,169,0,0
136497,S,Tennessee,Columbia,management,married,secondary,0,406,1,0
136539,C,Illinois,Chicago,unemployed,married,secondary,0,1625,0,0
136567,W,Washington,Seattle,services,married,secondary,0,207,1,0
136644,S,South Carolina,Taylors,admin.,married,secondary,0,459,0,0
136672,W,California,Los Angeles,retired,married,primary,0,43,0,0
136742,E,New York,New York City,services,divorced,primary,0,459,1,0
136812,C,Michigan,Canton,management,married,terto,0,1812,0,0
136826,W,Washington,Seattle,management,single,terto,0,1090,0,0
136875,E,New Jersey,Maple Shade,admin.,single,secondary,0,733,1,0
136924,W,Washington,Seattle,admin.,married,terto,0,189,1,0
137008,W,Washington,Mount Vernon,technician,divorced,secondary,0,982,1,0
137022,C,Kansas,Leavenworth,admin.,single,terto,0,832,0,0
137043,E,New York,New York City,self-employed,single,secondary,0,3676,0,0
137050,E,New York,New York City,retired,married,secondary,0,1443,0,0
137085,E,New York,Holbrook,services,single,secondary,0,0,1,0
137099,W,California,San Diego,unemployed,married,secondary,0,314,1,0
137204,W,California,Los Gatos,technician,single,secondary,0,316,1,0
137225,C,Michigan,Detroit,management,single,terto,0,6784,0,0
137239,E,District of Columbia,Washington,technician,married,secondary,0,2218,1,0
137330,E,New York,New York City,blue-collar,married,primary,0,82,0,0
137344,C,Kansas,Hutchinson,management,married,secondary,0,11835,1,0
137351,W,Idaho,Lewiston,blue-collar,married,secondary,0,955,0,1
137428,C,Michigan,Ann Arbor,retired,married,terto,0,2269,0,0
137470,S,Arkansas,Paragould,blue-collar,single,secondary,0,215,0,0
137491,S,Florida,Seminole,technician,single,secondary,0,139,0,1
137512,W,Arizona,Sierra Vista,technician,married,terto,0,7050,0,0
137547,S,North Carolina,Charlotte,admin.,single,terto,0,41,1,0
137596,W,California,Los Angeles,retired,divorced,primary,0,2308,0,0
137729,W,California,Los Gatos,management,married,terto,0,1600,1,1
137736,C,Oklahoma,Muskogee,blue-collar,divorced,secondary,0,316,1,0
137897,S,Alabama,Madison,unemployed,married,secondary,0,94,0,0
137946,E,Massachusetts,Boston,technician,married,secondary,0,137,0,0
137960,S,Arkansas,North Little Rock,retired,divorced,secondary,0,1,0,0
138002,S,North Carolina,Greensboro,blue-collar,married,NA,0,9328,1,0
138009,E,Massachusetts,Boston,blue-collar,single,secondary,0,3,1,0
138079,C,Minnesota,Brooklyn Center,blue-collar,married,secondary,0,1777,1,0
138163,C,Kansas,Kansas City,services,married,secondary,0,2678,0,0
138296,C,Texas,Dallas,retired,divorced,terto,0,3203,0,0
138303,E,New York,New York City,blue-collar,married,primary,0,-106,1,1
138317,E,Maryland,Edgewood,unemployed,married,secondary,0,926,0,0
138380,E,District of Columbia,Washington,blue-collar,married,secondary,0,262,0,0
138422,C,Oklahoma,Norman,unemployed,divorced,terto,0,0,0,0
138520,E,New York,New York City,student,single,secondary,0,480,0,0
138527,E,New York,New York City,management,single,terto,0,13014,0,0
138534,C,Texas,Cedar Hill,management,married,secondary,0,754,0,1
138548,E,New York,Troy,technician,married,secondary,0,15485,0,0
138611,E,New York,New York City,management,married,terto,0,5969,0,0
138688,E,New York,New York City,student,single,primary,0,373,1,0
138695,W,California,East Los Angeles,management,married,terto,0,31472,0,0
138779,E,New York,New York City,technician,married,secondary,0,2326,0,0
138898,C,Texas,Houston,self-employed,married,terto,0,0,1,0
138919,E,Maryland,Cumberland,management,married,terto,0,7803,0,0
138975,C,Kansas,Lawrence,admin.,married,secondary,0,378,0,0
139010,W,Utah,Tooele,management,single,terto,0,2646,0,0
139017,W,Washington,Seattle,management,single,terto,0,1506,0,0
139094,W,California,Los Angeles,management,single,terto,0,2,1,0
139157,E,New York,East Meadow,admin.,married,terto,0,882,0,0
139192,W,California,Los Angeles,admin.,single,secondary,0,163,1,1
139199,C,Texas,Dallas,technician,divorced,secondary,0,314,1,0
139269,S,North Carolina,Sanford,technician,married,secondary,0,3176,0,0
139290,W,Washington,Issaquah,blue-collar,married,secondary,0,640,1,0
139451,S,North Carolina,Charlotte,entrepreneur,single,secondary,0,663,0,0
139465,E,New York,New York City,student,married,terto,0,10,1,0
139486,C,Texas,Dallas,retired,married,primary,0,324,0,0
139584,E,Ohio,Hilliard,blue-collar,married,secondary,0,272,0,0
139619,E,New York,New York City,management,divorced,secondary,0,283,1,0
139661,E,Pennsylvania,Philadelphia,NA,single,secondary,0,4465,0,0
139710,S,Florida,Miami,blue-collar,married,primary,0,1085,1,1
139731,S,Florida,Miami,management,married,terto,0,285,1,0
139759,W,California,Lemon Grove,services,single,secondary,0,528,1,0
139773,W,Arizona,Sierra Vista,blue-collar,single,secondary,0,712,1,1
139850,W,Arizona,Sierra Vista,housemaid,married,secondary,0,513,0,1
139857,C,Illinois,Chicago,student,single,secondary,0,123,0,0
139878,S,Florida,Hollywood,management,married,terto,0,1133,1,0
139885,C,Illinois,Chicago,technician,married,terto,0,1694,0,1
139892,S,Florida,Miami,retired,married,terto,0,108,0,0
139913,E,New York,Dix Hills,management,married,terto,0,4124,1,0
139948,E,New York,Utica,management,married,terto,0,1223,0,0
139955,E,Massachusetts,Boston,unemployed,single,terto,0,7968,0,0
139969,C,Texas,Pflugerville,admin.,divorced,secondary,0,362,0,0
140004,W,California,Los Angeles,management,married,terto,0,699,0,0
140053,E,New York,Troy,admin.,married,secondary,0,10541,0,0
140074,E,New Jersey,Glassboro,blue-collar,married,NA,0,409,1,0
140081,W,California,Los Angeles,entrepreneur,married,secondary,0,104,1,0
140088,E,New York,New York City,technician,married,secondary,0,3285,1,0
140116,S,North Carolina,Indian Trail,management,married,NA,0,4189,1,0
140144,S,Georgia,Atlanta,management,single,secondary,0,1610,1,0
140165,W,California,Los Angeles,unemployed,single,secondary,0,1026,1,0
140200,C,Texas,Houston,technician,single,secondary,0,1693,1,0
140207,E,New York,Troy,management,married,terto,0,315,0,0
140242,E,District of Columbia,Washington,management,married,terto,0,6771,0,0
140410,C,Michigan,Detroit,unemployed,single,secondary,0,334,0,0
140501,W,Washington,Federal Way,management,married,terto,0,141,1,0
140543,E,District of Columbia,Washington,retired,single,secondary,0,1050,0,0
140585,W,Washington,Seattle,management,married,NA,0,282,0,0
140634,E,New York,New York City,admin.,divorced,secondary,0,1947,0,0
140676,C,Illinois,Joliet,blue-collar,married,secondary,0,0,0,0
140774,E,District of Columbia,Washington,unemployed,married,secondary,0,1960,1,0
140795,W,California,Los Angeles,management,single,terto,0,1027,0,0
140844,W,Washington,Seattle,technician,married,secondary,0,289,1,0
140851,E,District of Columbia,Washington,unemployed,single,secondary,0,380,0,0
140858,W,California,Los Angeles,management,single,terto,0,62,1,0
140886,C,Oklahoma,Oklahoma City,blue-collar,single,secondary,0,76,1,0
140921,E,New York,New York City,blue-collar,divorced,primary,0,594,1,0
140928,C,Illinois,Chicago,blue-collar,married,secondary,0,548,0,0
140949,E,New York,Valley Stream,admin.,married,secondary,0,1207,1,0
140963,E,Massachusetts,Boston,blue-collar,married,primary,0,320,1,0
141019,S,Florida,Seminole,blue-collar,married,primary,0,2453,1,0
141040,S,Florida,Tampa,management,single,terto,0,3141,0,0
141082,W,California,Los Angeles,blue-collar,married,secondary,0,462,1,0
141215,C,Texas,Dallas,management,single,terto,0,7443,0,0
141257,S,Georgia,Columbus,management,single,terto,0,698,0,0
141278,W,California,Los Angeles,management,divorced,terto,0,122,1,0
141397,W,California,Los Angeles,student,single,terto,0,311,0,0
141453,C,Iowa,Urbandale,admin.,single,terto,0,1000,1,0
141544,C,Illinois,Chicago,blue-collar,single,secondary,0,885,1,0
