sales_id,ad_placed_on,sold_on,original_selling_price,Region,State,City,seller_type,owner,car_id
679,23-01-2017 07:33,07-02-2017 17:22,655000,East,New York,New York City,Individual,First Owner,124155
680,23-01-2017 08:35,27-01-2017 14:27,800000,South,Florida,Miami,Individual,Third Owner,124156
681,23-01-2017 10:21,30-01-2017 13:32,1100000,Central,Illinois,Chicago,Individual,First Owner,124157
682,23-01-2017 11:43,01-02-2017 13:22,3000000,East,Massachusetts,Boston,Individual,First Owner,124158
683,23-01-2017 11:56,02-02-2017 10:57,1225000,South,North Carolina,Charlotte,Individual,First Owner,124159
684,23-01-2017 13:31,30-01-2017 15:12,340000,South,North Carolina,Charlotte,Individual,First Owner,124160
685,23-01-2017 13:40,30-01-2017 08:42,300000,East,Massachusetts,Boston,Individual,Second Owner,124161
686,23-01-2017 13:55,07-02-2017 13:12,370000,West,California,Los Angeles,Individual,First Owner,124162
687,23-01-2017 13:57,13-02-2017 09:48,330000,West,California,Los Angeles,Individual,Second Owner,124163
688,23-01-2017 14:58,03-02-2017 09:32,238000,East,Massachusetts,Boston,Individual,First Owner,124164
690,23-01-2017 16:38,31-01-2017 07:14,200000,East,Massachusetts,Boston,Individual,First Owner,124166
691,23-01-2017 16:57,02-02-2017 10:25,320000,East,Massachusetts,Boston,Individual,Fourth & Above Owner,124167
692,23-01-2017 18:29,02-02-2017 14:08,114999,West,California,San Diego,Individual,Fourth & Above Owner,124168
693,23-01-2017 18:34,03-02-2017 08:37,320000,South,Georgia,Atlanta,Individual,Second Owner,124169
694,23-01-2017 18:40,07-02-2017 17:29,210000,West,Washington,Seattle,Individual,First Owner,124170
695,23-01-2017 18:56,14-02-2017 07:03,200000,West,Washington,Seattle,Individual,First Owner,124171
696,23-01-2017 19:32,30-01-2017 12:44,135000,West,Washington,Seattle,Individual,Second Owner,124172
697,23-01-2017 19:32,27-01-2017 13:32,350000,South,North Carolina,Charlotte,Individual,First Owner,124173
698,23-01-2017 20:21,30-01-2017 18:23,350000,South,Florida,Miami,Individual,Second Owner,124174
699,23-01-2017 20:35,26-01-2017 13:46,680000,West,California,Los Angeles,Individual,First Owner,124175
700,23-01-2017 20:45,31-01-2017 15:55,200000,South,Florida,Miami,Individual,Second Owner,124176
701,23-01-2017 20:46,26-04-2017 15:36,300000,West,Washington,Seattle,Individual,First Owner,124177
702,23-01-2017 21:33,09-02-2017 16:14,270000,South,Florida,Miami,Individual,Second Owner,124178
703,23-01-2017 21:35,02-02-2017 14:17,225000,South,Florida,Miami,Individual,Second Owner,124179
704,23-01-2017 21:38,07-02-2017 08:47,250000,West,California,Los Angeles,Individual,First Owner,124180
705,23-01-2017 22:23,30-01-2017 11:44,590000,West,California,Los Angeles,Individual,Second Owner,124181
706,23-01-2017 22:29,03-02-2017 11:54,290000,West,California,Los Angeles,Individual,First Owner,124182
707,23-01-2017 22:29,27-01-2017 11:34,100000,East,New York,New York City,Individual,Second Owner,124183
708,23-01-2017 22:39,01-02-2017 09:04,395000,East,New York,New York City,Individual,First Owner,124184
709,23-01-2017 22:40,,195000,West,California,Los Angeles,Individual,Second Owner,124185
710,23-01-2017 22:55,30-01-2017 12:13,45000,West,California,Los Angeles,Individual,Third Owner,124186
711,23-01-2017 23:36,07-02-2017 12:15,270000,West,California,Los Angeles,Individual,Second Owner,124187
712,24-01-2017 00:22,08-02-2017 09:53,600000,West,California,Los Angeles,Individual,Second Owner,124188
713,24-01-2017 07:58,06-02-2017 10:05,715000,East,New York,New York City,Individual,First Owner,124189
714,24-01-2017 08:52,30-01-2017 18:36,600000,East,New York,New York City,Individual,First Owner,124190
715,24-01-2017 09:00,30-01-2017 11:18,875000,Central,Illinois,Chicago,Individual,First Owner,124191
716,24-01-2017 09:04,06-02-2017 11:23,420000,Central,Illinois,Chicago,Individual,Second Owner,124192
717,24-01-2017 09:24,30-01-2017 09:39,325000,Central,Illinois,Chicago,Individual,Second Owner,124193
718,24-01-2017 09:42,02-02-2017 15:52,385000,Central,Illinois,Chicago,Individual,First Owner,124194
719,24-01-2017 11:16,02-02-2017 13:34,300000,Central,Texas,Dallas,Individual,First Owner,124195
720,24-01-2017 11:24,08-02-2017 10:45,335000,Central,Texas,Dallas,Individual,First Owner,124196
721,24-01-2017 11:41,08-02-2017 17:22,300000,Central,Texas,Dallas,Individual,First Owner,124197
722,24-01-2017 12:14,31-01-2017 08:23,80000,West,California,Los Angeles,Individual,Second Owner,124198
723,24-01-2017 12:18,08-02-2017 15:15,400000,East,Pennsylvania,Philadelphia,Individual,First Owner,124199
724,24-01-2017 12:38,07-02-2017 08:42,168000,East,Massachusetts,Boston,Individual,Second Owner,124200
725,24-01-2017 13:02,,550000,East,New York,New York City,Individual,First Owner,124201
727,24-01-2017 13:32,31-01-2017 05:23,320000,West,Washington,Seattle,Individual,Third Owner,124203
728,24-01-2017 14:14,10-02-2017 12:09,320000,South,Florida,Miami,Individual,Third Owner,124204
729,24-01-2017 14:22,30-01-2017 10:38,350000,East,Massachusetts,Boston,Individual,Second Owner,124205
730,24-01-2017 14:23,02-02-2017 14:42,280000,Central,Michigan,Detroit,Individual,First Owner,124206
731,24-01-2017 15:37,17-02-2017 16:16,550000,Central,Michigan,Detroit,Individual,Second Owner,124207
732,24-01-2017 15:44,03-02-2017 17:06,500000,Central,Michigan,Detroit,Individual,First Owner,124208
733,24-01-2017 15:59,09-02-2017 06:28,700000,East,Pennsylvania,Philadelphia,Individual,First Owner,124209
734,24-01-2017 16:26,30-01-2017 10:33,380000,East,Pennsylvania,Philadelphia,Individual,Second Owner,124210
735,24-01-2017 16:58,01-02-2017 11:59,340000,East,Pennsylvania,Philadelphia,Individual,Second Owner,124211
736,24-01-2017 17:09,02-02-2017 16:23,160000,East,Pennsylvania,Philadelphia,Individual,Third Owner,124212
737,24-01-2017 17:11,31-01-2017 17:12,750000,East,New York,New York City,Individual,First Owner,124213
738,24-01-2017 17:15,01-02-2017 12:24,531000,Central,Illinois,Chicago,Individual,First Owner,124214
739,24-01-2017 18:11,21-02-2017 05:16,300000,Central,Illinois,Chicago,Individual,First Owner,124215
740,24-01-2017 18:22,14-02-2017 17:15,350000,Central,Illinois,Chicago,Individual,Second Owner,124216
741,24-01-2017 18:44,31-01-2017 07:35,150000,West,California,Los Angeles,Individual,Fourth & Above Owner,124217
742,24-01-2017 19:39,02-02-2017 08:39,450000,East,New York,New York City,Individual,First Owner,124218
743,24-01-2017 21:16,30-01-2017 12:24,1625000,West,California,San Francisco,Individual,First Owner,124219
746,24-01-2017 21:16,06-02-2017 10:07,85000,East,Massachusetts,Boston,Individual,Third Owner,124222
747,24-01-2017 21:24,,450000,East,Massachusetts,Boston,Individual,First Owner,124223
749,24-01-2017 21:35,08-02-2017 08:14,360000,East,Massachusetts,Boston,Individual,First Owner,124225
750,24-01-2017 21:44,08-02-2017 04:23,390000,East,New York,New York City,Individual,First Owner,124226
751,24-01-2017 22:10,03-02-2017 15:07,145000,East,Massachusetts,Boston,Individual,Second Owner,124227
752,24-01-2017 22:16,01-02-2017 00:47,540000,Central,Texas,Houston,Individual,Third Owner,124228
753,24-01-2017 22:27,06-02-2017 10:55,290000,West,California,Los Angeles,Individual,Third Owner,124229
754,24-01-2017 22:38,11-02-2017 05:58,300000,West,California,Los Angeles,Individual,First Owner,124230
755,24-01-2017 22:49,08-02-2017 08:04,565000,West,California,Los Angeles,Individual,First Owner,124231
756,25-01-2017 00:19,31-01-2017 08:43,441000,West,California,Los Angeles,Individual,Second Owner,124232
758,25-01-2017 00:46,31-01-2017 17:43,180000,East,Pennsylvania,Philadelphia,Individual,Second Owner,124234
759,25-01-2017 00:47,30-01-2017 11:44,200000,East,New York,New York City,Individual,Second Owner,124235
760,25-01-2017 01:20,,85000,East,New York,New York City,Individual,Second Owner,124236
761,25-01-2017 01:23,09-02-2017 10:14,67500,East,New York,New York City,Individual,Fourth & Above Owner,124237
762,25-01-2017 01:26,26-01-2017 15:34,700000,East,New York,New York City,Individual,Second Owner,124238
763,25-01-2017 01:29,31-01-2017 18:06,275000,Central,Illinois,Chicago,Individual,Fourth & Above Owner,124239
764,25-01-2017 05:31,14-02-2017 10:07,600000,Central,Illinois,Chicago,Individual,First Owner,124240
765,25-01-2017 06:31,03-02-2017 13:58,250000,East,New York,New York City,Individual,First Owner,124241
766,25-01-2017 09:09,02-02-2017 16:56,600000,East,New York,New York City,Individual,First Owner,124242
767,25-01-2017 09:12,14-02-2017 11:14,200000,East,New York,New York City,Individual,Second Owner,124243
768,25-01-2017 09:21,,425000,West,California,San Diego,Individual,Second Owner,124244
769,25-01-2017 09:31,,420000,Central,Michigan,Detroit,Individual,Second Owner,124245
770,25-01-2017 09:42,02-02-2017 16:35,321000,West,Washington,Seattle,Individual,Second Owner,124246
771,25-01-2017 10:09,13-02-2017 10:03,350000,West,Washington,Seattle,Individual,Fourth & Above Owner,124247
772,25-01-2017 10:11,,490000,West,California,Los Angeles,Individual,First Owner,124248
773,25-01-2017 10:41,03-02-2017 12:42,680000,Central,Texas,Houston,Individual,First Owner,124249
774,25-01-2017 11:32,02-02-2017 10:24,298000,Central,Texas,Houston,Individual,First Owner,124250
776,25-01-2017 11:45,28-01-2017 08:23,450000,Central,Texas,Houston,Individual,Fourth & Above Owner,124252
778,25-01-2017 11:58,31-01-2017 08:03,250000,Central,Texas,Houston,Individual,First Owner,124254
779,25-01-2017 11:59,06-02-2017 08:57,1075000,Central,Michigan,Detroit,Individual,Third Owner,124255
780,25-01-2017 12:18,06-02-2017 14:44,500000,East,Massachusetts,Boston,Individual,First Owner,124256
781,25-01-2017 12:21,30-01-2017 14:14,681000,East,Massachusetts,Boston,Individual,First Owner,124257
782,25-01-2017 12:48,16-02-2017 08:35,650000,West,California,San Diego,Individual,Second Owner,124258
783,25-01-2017 12:49,30-01-2017 14:08,80000,West,California,San Diego,Individual,Second Owner,124259
784,25-01-2017 13:15,03-02-2017 15:53,290000,West,California,Los Angeles,Individual,First Owner,124260
785,25-01-2017 13:22,30-01-2017 14:36,220000,East,New York,New York City,Individual,Second Owner,124261
786,25-01-2017 13:33,06-02-2017 11:21,120000,East,New York,New York City,Individual,Second Owner,124262
787,25-01-2017 13:42,10-02-2017 14:05,229999,Central,Illinois,Chicago,Individual,First Owner,124263
788,25-01-2017 15:10,30-01-2017 12:58,150000,Central,Illinois,Chicago,Individual,Second Owner,124264
789,25-01-2017 15:12,15-02-2017 19:12,500000,Central,Illinois,Chicago,Individual,First Owner,124265
790,25-01-2017 15:19,27-01-2017 18:12,175000,West,Washington,Seattle,Individual,First Owner,124266
791,25-01-2017 15:28,,720000,South,Florida,Miami,Individual,First Owner,124267
792,25-01-2017 15:32,02-02-2017 17:07,100000,East,New York,New York City,Individual,First Owner,124268
793,25-01-2017 15:47,14-02-2017 14:03,250000,West,California,Los Angeles,Individual,Second Owner,124269
794,25-01-2017 15:49,09-02-2017 12:45,810000,East,Massachusetts,Boston,Individual,First Owner,124270
795,25-01-2017 16:25,02-02-2017 17:07,165000,West,California,Los Angeles,Individual,Third Owner,124271
796,25-01-2017 16:32,17-02-2017 10:58,409999,West,California,Los Angeles,Individual,Second Owner,124272
797,25-01-2017 16:38,06-04-2017 12:46,430000,East,New York,New York City,Individual,Second Owner,124273
798,25-01-2017 16:51,08-02-2017 08:38,300000,East,New York,New York City,Individual,First Owner,124274
799,25-01-2017 16:57,02-02-2017 14:29,350000,West,California,Los Angeles,Individual,Third Owner,124275
800,25-01-2017 17:06,31-01-2017 12:22,400000,West,Washington,Seattle,Individual,First Owner,124276
801,25-01-2017 17:35,13-02-2017 18:28,420000,West,Washington,Seattle,Individual,First Owner,124277
802,25-01-2017 17:52,10-02-2017 08:43,430000,East,District of Columbia,Washington,Individual,First Owner,124278
803,25-01-2017 18:04,03-02-2017 12:44,573000,East,District of Columbia,Washington,Individual,First Owner,124279
804,25-01-2017 18:22,06-02-2017 13:12,210000,East,District of Columbia,Washington,Individual,First Owner,124280
805,25-01-2017 18:51,15-02-2017 15:28,600000,South,North Carolina,Charlotte,Individual,First Owner,124281
806,25-01-2017 18:55,27-01-2017 10:14,150000,East,Massachusetts,Boston,Individual,Third Owner,124282
807,25-01-2017 19:00,,550000,East,Massachusetts,Boston,Individual,First Owner,124283
808,25-01-2017 19:09,03-02-2017 10:19,320000,Central,Michigan,Detroit,Individual,Second Owner,124284
809,25-01-2017 19:11,09-02-2017 18:43,80000,Central,Michigan,Detroit,Individual,Fourth & Above Owner,124285
810,25-01-2017 19:44,30-01-2017 10:57,800000,Central,Michigan,Detroit,Individual,First Owner,124286
811,25-01-2017 20:00,08-02-2017 13:37,500000,East,District of Columbia,Washington,Individual,First Owner,124287
812,25-01-2017 20:03,09-02-2017 09:38,229999,West,California,Los Angeles,Individual,Second Owner,124288
813,25-01-2017 20:11,01-02-2017 12:32,500000,West,Washington,Seattle,Individual,First Owner,124289
814,25-01-2017 20:17,17-02-2017 14:53,630000,Central,Michigan,Detroit,Individual,First Owner,124290
815,25-01-2017 22:04,06-02-2017 14:14,190000,Central,Texas,Dallas,Individual,Second Owner,124291
816,25-01-2017 22:16,02-02-2017 10:29,229999,Central,Texas,Houston,Individual,Second Owner,124292
817,25-01-2017 22:19,06-02-2017 10:53,450000,East,New York,New York City,Individual,Second Owner,124293
818,25-01-2017 22:19,08-02-2017 10:17,95000,East,New York,New York City,Individual,First Owner,124294
819,25-01-2017 22:46,08-02-2017 09:26,101000,West,Washington,Seattle,Individual,Fourth & Above Owner,124295
820,25-01-2017 22:54,01-02-2017 11:32,500000,West,Washington,Seattle,Individual,Second Owner,124296
821,25-01-2017 23:30,02-02-2017 16:09,1019999,West,Washington,Seattle,Individual,Second Owner,124297
822,26-01-2017 00:16,03-02-2017 14:37,244000,West,Washington,Seattle,Individual,First Owner,124298
823,26-01-2017 00:20,06-02-2017 09:35,250000,West,Washington,Seattle,Individual,Second Owner,124299
824,26-01-2017 00:20,07-02-2017 16:31,660000,West,California,Los Angeles,Individual,First Owner,124300
825,26-01-2017 09:11,14-02-2017 13:35,270000,West,California,Los Angeles,Individual,First Owner,124301
826,26-01-2017 09:15,03-02-2017 06:17,280000,Central,Texas,Houston,Individual,First Owner,124302
827,26-01-2017 09:50,27-03-2017 15:12,1050000,Central,Texas,Houston,Individual,First Owner,124303
828,26-01-2017 10:00,07-02-2017 10:37,525000,Central,Texas,Houston,Individual,First Owner,124304
829,26-01-2017 10:21,07-02-2017 10:30,850000,East,New York,New York City,Individual,First Owner,124305
830,26-01-2017 10:31,02-02-2017 09:47,1165000,East,New York,New York City,Individual,First Owner,124306
831,26-01-2017 10:44,08-02-2017 16:47,345000,East,New York,New York City,Individual,Second Owner,124307
832,26-01-2017 10:56,07-02-2017 13:11,95000,East,New York,New York City,Individual,Second Owner,124308
833,26-01-2017 10:58,13-02-2017 15:24,241000,East,New York,New York City,Individual,First Owner,124309
834,26-01-2017 11:09,14-02-2017 16:24,235000,East,New York,New York City,Individual,First Owner,124310
835,26-01-2017 11:09,02-02-2017 14:58,615000,East,New York,New York City,Individual,First Owner,124311
836,26-01-2017 11:14,09-02-2017 12:15,350000,East,New York,New York City,Individual,Second Owner,124312
837,26-01-2017 11:18,08-02-2017 13:53,350000,East,New York,New York City,Individual,First Owner,124313
838,26-01-2017 11:32,15-02-2017 18:07,380000,East,New York,New York City,Individual,First Owner,124314
839,26-01-2017 11:39,14-02-2017 08:41,400000,East,New York,New York City,Individual,First Owner,124315
840,26-01-2017 11:45,03-02-2017 10:11,220000,South,Florida,Miami,Individual,First Owner,124316
841,26-01-2017 11:48,03-02-2017 04:12,270000,Central,Michigan,Detroit,Individual,Third Owner,124317
842,26-01-2017 11:51,01-02-2017 12:14,275000,East,New York,New York City,Individual,Second Owner,124318
843,26-01-2017 12:45,13-02-2017 08:25,125000,East,Pennsylvania,Philadelphia,Individual,Second Owner,124319
844,26-01-2017 12:49,07-02-2017 10:52,360000,West,California,Los Angeles,Individual,First Owner,124320
845,26-01-2017 13:08,02-02-2017 15:04,550000,East,New York,New York City,Individual,First Owner,124321
846,26-01-2017 13:14,02-02-2017 13:47,200000,West,California,San Diego,Individual,Second Owner,124322
847,26-01-2017 13:15,07-02-2017 16:45,327000,West,California,San Diego,Individual,First Owner,124323
848,26-01-2017 13:15,06-02-2017 09:52,425000,East,New York,New York City,Individual,First Owner,124324
849,26-01-2017 13:15,06-02-2017 17:52,620000,East,New York,New York City,Individual,First Owner,124325
850,26-01-2017 13:32,08-02-2017 09:23,130000,Central,Texas,Dallas,Individual,Second Owner,124326
851,26-01-2017 13:43,22-02-2017 13:08,120000,East,Massachusetts,Boston,Individual,First Owner,124327
852,26-01-2017 13:51,02-02-2017 07:29,400000,East,Massachusetts,Boston,Individual,Second Owner,124328
853,26-01-2017 13:52,03-02-2017 14:51,185000,West,California,Los Angeles,Individual,Fourth & Above Owner,124329
854,26-01-2017 14:12,01-02-2017 15:26,204999,Central,Illinois,Chicago,Individual,Second Owner,124330
855,26-01-2017 14:26,31-01-2017 07:17,625000,Central,Illinois,Chicago,Individual,First Owner,124331
856,26-01-2017 14:29,06-02-2017 13:42,600000,Central,Illinois,Chicago,Individual,First Owner,124332
857,26-01-2017 14:41,06-02-2017 12:52,150000,Central,Illinois,Chicago,Individual,First Owner,124333
858,26-01-2017 15:01,06-02-2017 11:04,300000,Central,Illinois,Chicago,Individual,First Owner,124334
859,26-01-2017 15:37,08-02-2017 13:08,229999,East,Pennsylvania,Philadelphia,Individual,First Owner,124335
860,26-01-2017 15:37,08-02-2017 08:04,220000,West,California,Los Angeles,Individual,First Owner,124336
861,26-01-2017 15:50,03-02-2017 17:05,576000,West,Washington,Seattle,Individual,First Owner,124337
862,26-01-2017 16:03,10-02-2017 05:34,265000,Central,Texas,Houston,Individual,First Owner,124338
864,26-01-2017 16:16,,300000,Central,Texas,Houston,Individual,First Owner,124340
865,26-01-2017 16:20,13-02-2017 19:37,420000,East,Massachusetts,Boston,Individual,First Owner,124341
866,26-01-2017 16:23,02-02-2017 10:43,750000,East,Massachusetts,Boston,Individual,First Owner,124342
867,26-01-2017 16:25,08-02-2017 14:47,165000,South,Georgia,Atlanta,Individual,Second Owner,124343
868,26-01-2017 16:25,03-02-2017 17:23,290000,West,Washington,Seattle,Individual,First Owner,124344
869,26-01-2017 16:28,31-01-2017 07:05,160000,West,California,Los Angeles,Individual,First Owner,124345
870,26-01-2017 16:29,06-02-2017 14:23,695000,West,California,Los Angeles,Individual,First Owner,124346
871,26-01-2017 16:44,21-02-2017 10:48,231000,West,California,Los Angeles,Individual,First Owner,124347
872,26-01-2017 16:48,08-02-2017 16:54,1050000,East,Massachusetts,Boston,Individual,First Owner,124348
873,26-01-2017 16:51,,400000,West,California,Los Angeles,Individual,First Owner,124349
874,26-01-2017 16:59,31-01-2017 18:56,500000,East,Pennsylvania,Philadelphia,Individual,First Owner,124350
875,26-01-2017 17:38,17-02-2017 16:32,150000,East,Massachusetts,Boston,Individual,Second Owner,124351
876,26-01-2017 17:40,10-03-2017 05:41,400000,East,New York,New York City,Individual,Second Owner,124352
877,26-01-2017 17:48,07-02-2017 11:59,120000,West,California,Los Angeles,Individual,Second Owner,124353
878,26-01-2017 18:04,06-02-2017 13:05,480000,West,California,Los Angeles,Individual,Second Owner,124354
879,26-01-2017 18:19,31-01-2017 09:14,200000,West,Washington,Seattle,Individual,Second Owner,124355
880,26-01-2017 18:19,31-01-2017 18:43,300000,West,Washington,Seattle,Individual,Second Owner,124356
881,26-01-2017 18:27,13-02-2017 13:34,350000,West,Washington,Seattle,Individual,First Owner,124357
882,26-01-2017 18:33,03-02-2017 14:54,580000,West,Washington,Seattle,Individual,First Owner,124358
883,26-01-2017 18:48,08-02-2017 17:25,200000,West,California,Los Angeles,Individual,Second Owner,124359
884,26-01-2017 18:54,11-03-2017 08:57,750000,East,New York,New York City,Individual,First Owner,124360
885,26-01-2017 20:15,02-02-2017 12:54,261000,East,New York,New York City,Individual,First Owner,124361
886,26-01-2017 20:37,08-02-2017 14:38,371000,East,District of Columbia,Washington,Individual,First Owner,124362
887,26-01-2017 20:44,03-02-2017 12:34,320000,Central,Texas,Houston,Individual,Third Owner,124363
888,26-01-2017 20:55,07-02-2017 08:12,204999,East,New York,New York City,Individual,Second Owner,124364
889,26-01-2017 20:56,03-02-2017 08:12,110000,East,New York,New York City,Individual,Second Owner,124365
890,26-01-2017 21:07,07-02-2017 13:36,150000,East,New York,New York City,Individual,Fourth & Above Owner,124366
891,26-01-2017 21:11,07-02-2017 13:37,625000,East,New York,New York City,Individual,Second Owner,124367
892,26-01-2017 21:33,02-02-2017 13:22,1300000,East,New York,New York City,Individual,Second Owner,124368
893,26-01-2017 21:58,06-02-2017 13:13,900000,East,New York,New York City,Individual,First Owner,124369
894,26-01-2017 21:58,03-02-2017 15:09,180000,Central,Texas,Houston,Individual,Second Owner,124370
895,26-01-2017 22:15,03-02-2017 16:42,421000,East,District of Columbia,Washington,Individual,Second Owner,124371
896,26-01-2017 22:15,08-02-2017 09:52,204999,East,District of Columbia,Washington,Individual,Second Owner,124372
897,26-01-2017 22:19,08-02-2017 12:12,900000,South,North Carolina,Charlotte,Individual,First Owner,124373
898,26-01-2017 22:23,08-02-2017 16:47,165000,East,District of Columbia,Washington,Individual,Second Owner,124374
899,26-01-2017 22:28,14-02-2017 13:38,270000,East,New York,New York City,Individual,Fourth & Above Owner,124375
900,26-01-2017 22:44,08-02-2017 08:09,750000,Central,Michigan,Detroit,Individual,First Owner,124376
901,26-01-2017 22:52,,750000,East,New York,New York City,Individual,First Owner,124377
902,26-01-2017 23:08,01-02-2017 11:09,40000,West,California,Los Angeles,Individual,Third Owner,124378
903,26-01-2017 23:10,15-02-2017 15:27,190000,South,Florida,Miami,Individual,Second Owner,124379
904,26-01-2017 23:11,,395000,West,Washington,Seattle,Individual,Third Owner,124380
905,26-01-2017 23:20,05-04-2017 14:14,800000,West,Washington,Seattle,Individual,Second Owner,124381
906,26-01-2017 23:33,13-02-2017 12:17,315000,South,Florida,Miami,Individual,First Owner,124382
907,26-01-2017 23:41,06-02-2017 10:15,1600000,South,Georgia,Atlanta,Individual,Second Owner,124383
908,26-01-2017 23:48,01-02-2017 15:28,409999,West,California,Los Angeles,Individual,First Owner,124384
909,27-01-2017 00:30,07-02-2017 13:15,580000,East,District of Columbia,Washington,Individual,First Owner,124385
910,27-01-2017 00:34,10-02-2017 18:43,340000,East,District of Columbia,Washington,Individual,First Owner,124386
911,27-01-2017 01:24,08-02-2017 10:45,270000,Central,Illinois,Chicago,Individual,First Owner,124387
912,27-01-2017 05:27,06-02-2017 15:44,280000,South,North Carolina,Charlotte,Individual,First Owner,124388
913,27-01-2017 09:20,07-02-2017 11:58,130000,South,Georgia,Atlanta,Individual,First Owner,124389
914,27-01-2017 09:29,07-02-2017 11:33,260000,West,California,Los Angeles,Individual,First Owner,124390
915,27-01-2017 09:33,13-03-2017 13:22,710000,East,New York,New York City,Individual,First Owner,124391
916,27-01-2017 09:51,20-02-2017 12:07,204999,East,District of Columbia,Washington,Individual,Third Owner,124392
917,27-01-2017 10:29,02-02-2017 17:43,300000,East,District of Columbia,Washington,Individual,First Owner,124393
918,27-01-2017 10:31,08-02-2017 14:18,180000,East,New York,New York City,Individual,Second Owner,124394
919,27-01-2017 10:34,07-02-2017 09:54,700000,East,New York,New York City,Individual,First Owner,124395
920,27-01-2017 10:36,02-02-2017 12:32,320000,East,New York,New York City,Individual,Second Owner,124396
921,27-01-2017 10:52,02-02-2017 16:57,370000,West,California,Los Angeles,Individual,First Owner,124397
922,27-01-2017 11:34,13-02-2017 11:07,340000,West,California,Los Angeles,Individual,First Owner,124398
923,27-01-2017 11:36,31-01-2017 11:57,1040000,East,New York,New York City,Individual,First Owner,124399
924,27-01-2017 11:38,31-01-2017 17:27,750000,West,Washington,Seattle,Individual,First Owner,124400
925,27-01-2017 11:57,06-02-2017 10:39,600000,East,New York,New York City,Individual,First Owner,124401
926,27-01-2017 12:10,15-02-2017 18:45,550000,West,California,Los Angeles,Individual,First Owner,124402
